City;PLZ;State
Grumbach;67745;Rheinland-Pfalz
Rodalben;66976;Rheinland-Pfalz
Kaiserslautern;67661;Rheinland-Pfalz
Callbach;67829;Rheinland-Pfalz
Friesenhagen;51598;Rheinland-Pfalz
Nastätten u.a.;56355;Rheinland-Pfalz
Nentershausen, Hübingen, Niederelbert u.a.;56412;Rheinland-Pfalz
Singhofen;56379;Rheinland-Pfalz
Steinbach, Weitersweiler, Bennhausen, Mörsfeld, Würzweiler, Ruppertsecken u.a.;67808;Rheinland-Pfalz
Nister;57645;Rheinland-Pfalz
Scheuerfeld;57584;Rheinland-Pfalz
Sembach;67681;Rheinland-Pfalz
Malberg, Norken, Höchstenbach u.a.;57629;Rheinland-Pfalz
Wallertheim;55578;Rheinland-Pfalz
Armsheim;55288;Rheinland-Pfalz
Weisenheim am Sand;67256;Rheinland-Pfalz
Brohl-Lützing;56656;Rheinland-Pfalz
Baumholder;55774;Rheinland-Pfalz
Bergen;55608;Rheinland-Pfalz
Bundenbach;55626;Rheinland-Pfalz
Bechhofen;66894;Rheinland-Pfalz
Wallhalben u.a.;66917;Rheinland-Pfalz
Maßweiler;66506;Rheinland-Pfalz
Koblenz;56070;Rheinland-Pfalz
Rhens;56321;Rheinland-Pfalz
Kleinmaischeid;56271;Rheinland-Pfalz
Dillingen/Saar;66763;Saarland
Saarbrücken;66128;Saarland
Völklingen;66333;Saarland
Quierschied;66287;Saarland
Namborn;66640;Saarland
Wadgassen;66787;Saarland
Schwalbach;66773;Saarland
Riegelsberg;66292;Saarland
Nohfelden;66625;Saarland
Schiffweiler;66578;Saarland
Beckingen;66701;Saarland
Ensdorf;66806;Saarland
Oberthal;66649;Saarland
Bous;66359;Saarland
Spiesen-Elversberg;66583;Saarland
Blieskastel;66440;Saarland
Neunkirchen;66539;Saarland
Bexbach;66450;Saarland
Großrosseln;66352;Saarland
Nonnweiler;66620;Saarland
Saarbrücken;66130;Saarland
Losheim;66679;Saarland
Saarlouis;66740;Saarland
Eppelborn;66571;Saarland
Saarbrücken;66132;Saarland
Saarbrücken;66127;Saarland
Freisen;66629;Saarland
Mettlach;66693;Saarland
Friedrichsthal;66299;Saarland
Neunkirchen;66538;Saarland
Homburg;66424;Saarland
Tholey;66636;Saarland
Saarbrücken;66117;Saarland
Saarbrücken;66129;Saarland
Wadern;66687;Saarland
Saarbrücken;66115;Saarland
Saarbrücken;66119;Saarland
Saarbrücken;66111;Saarland
Schmelz;66839;Saarland
Sulzbach/Saar;66280;Saarland
Sankt Wendel;66606;Saarland
Ottweiler;66564;Saarland
Perl;66706;Saarland
Nalbach;66809;Saarland
Saarbrücken;66121;Saarland
Wallerfangen;66798;Saarland
Saarbrücken;66113;Saarland
Sankt Ingbert;66386;Saarland
Merchweiler;66589;Saarland
Rehlingen-Siersburg;66780;Saarland
Saarbrücken;66133;Saarland
Saarbrücken;66125;Saarland
Neunkirchen;66540;Saarland
Überherrn;66802;Saarland
Illingen;66557;Saarland
Marpingen;66646;Saarland
Saarbrücken;66131;Saarland
Kirkel;66459;Saarland
Weiskirchen;66709;Saarland
Heusweiler;66265;Saarland
Mandelbachtal;66399;Saarland
Saarwellingen;66793;Saarland
Saarbrücken;66126;Saarland
Gersheim;66453;Saarland
Lebach;66822;Saarland
Püttlingen;66346;Saarland
Saarbrücken;66123;Saarland
Kleinblittersdorf;66271;Saarland
Merzig;66663;Saarland
Treuen;8233;Sachsen
Großpösna;4463;Sachsen
Zschorlau;8321;Sachsen
Chemnitz;9125;Sachsen
Chemnitz;9130;Sachsen
Leubsdorf, Gornau, Augustusburg;9573;Sachsen
Ostritz, Schönau-Berzdorf;2899;Sachsen
Rosenbach;8548;Sachsen
Pegau, Elstertrebnitz;4523;Sachsen
Neukieritzsch, Deutzen;4575;Sachsen
Rodewisch;8228;Sachsen
Zwickau;8062;Sachsen
Stollberg/Erzgeb.;9366;Sachsen
Mockrehna;4862;Sachsen
Dresden;1157;Sachsen
Dresden;1069;Sachsen
Sohland a. d. Spree;2689;Sachsen
Görlitz;2827;Sachsen
Netzschkau, Limbach;8491;Sachsen
Leipzig;4209;Sachsen
Leipzig;4356;Sachsen
Leipzig;4357;Sachsen
Lößnitz;8294;Sachsen
Ehrenfriedersdorf;9427;Sachsen
Döbeln, Großweitzschen u.a.;4720;Sachsen
Eppendorf;9575;Sachsen
Bobritzsch;9627;Sachsen
Dresden;1127;Sachsen
Großharthau, Frankenthal;1909;Sachsen
Beiersdorf, Oppach;2736;Sachsen
Leipzig;4158;Sachsen
Leipzig;4105;Sachsen
Böhlen;4564;Sachsen
Leipzig;4315;Sachsen
Bockau;8324;Sachsen
Johanngeorgenstadt;8349;Sachsen
Hohndorf;9394;Sachsen
Claußnitz;9236;Sachsen
Klingenberg;1774;Sachsen
Dorfhain;1738;Sachsen
Dresden;1127;Sachsen
Dresden;1219;Sachsen
Dresden;1277;Sachsen
Hoyerswerda;2977;Sachsen
Cunewalde;2733;Sachsen
Krauschwitz, Weißkeißel;2957;Sachsen
Rietschen;2956;Sachsen
Oybin;2797;Sachsen
Plauen;8523;Sachsen
Neukirchen/Pleiße;8459;Sachsen
Leipzig;4277;Sachsen
Muldenhammer;8262;Sachsen
Stützengrün;8328;Sachsen
Eibenstock;8309;Sachsen
Waldenburg;8396;Sachsen
Wurzen;4808;Sachsen
Grünhain-Beierfeld;8344;Sachsen
Drebach;9430;Sachsen
Großrückerswalde;9518;Sachsen
Lommatzsch;1623;Sachsen
Riesa;1589;Sachsen
Halsbrücke;9633;Sachsen
Altenberg;1773;Sachsen
Altenberg;1778;Sachsen
Großschönau;2799;Sachsen
Krauschwitz, Weißkeißel;2957;Sachsen
Jonsdorf;2796;Sachsen
Neuensalz;8541;Sachsen
Leipzig;4249;Sachsen
Leipzig;4129;Sachsen
Dommitzsch;4880;Sachsen
Chemnitz;9116;Sachsen
Chemnitz;9120;Sachsen
Schlettau;9487;Sachsen
Mügeln;4769;Sachsen
Gröditz, Wülknitz, Röderaue;1609;Sachsen
Frauenstein;9623;Sachsen
Hermsdorf/Erzgeb.;1776;Sachsen
Dresden;1307;Sachsen
Dresden;1328;Sachsen
Lauta;2991;Sachsen
Leipzig;4205;Sachsen
Reichenbach/Vogtl.;8468;Sachsen
Kirchberg;8107;Sachsen
Zwönitz;8297;Sachsen
Mittweida, Kriebstein;9648;Sachsen
Chemnitz;9131;Sachsen
Belgern-Schildau;4874;Sachsen
Roßwein;4741;Sachsen
Glashütte;1768;Sachsen
Bannewitz;1728;Sachsen
Weißenberg, Hochkirch u.a.;2627;Sachsen
Zittau u.a.;2763;Sachsen
Görlitz;2828;Sachsen
Schöneck/Vogtl.;8261;Sachsen
Leipzig;4317;Sachsen
Leipzig;4318;Sachsen
Leipzig;4316;Sachsen
Schneeberg;8289;Sachsen
Callenberg, Hohenstein-Ernstthal, Bernsdorf;9337;Sachsen
Röhrsdorf;9247;Sachsen
Frankenberg;9669;Sachsen
Zschopau;9434;Sachsen
Pockau-Lengefeld (Pockau);9509;Sachsen
Dresden;1097;Sachsen
Dresden;1326;Sachsen
Leipzig;4207;Sachsen
Leipzig;4279;Sachsen
Eilenburg u.a.;4838;Sachsen
Machern;4827;Sachsen
Torgau, Dreiheide;4860;Sachsen
Crottendorf;9474;Sachsen
Annaberg-Buchholz, Mildenau;9456;Sachsen
Bad Schandau;1814;Sachsen
Dresden;1169;Sachsen
Dresden;1159;Sachsen
Kreischa;1731;Sachsen
Dresden;1259;Sachsen
Dresden;1324;Sachsen
Pöhl;8543;Sachsen
Leipzig;4179;Sachsen
Regis-Breitingen;4565;Sachsen
Leipzig;4289;Sachsen
Leipzig;4329;Sachsen
Naunhof;4683;Sachsen
Niederfrohna;9243;Sachsen
Niederwürschnitz;9399;Sachsen
Burgstädt;9217;Sachsen
Chemnitz;9228;Sachsen
Dahlen;4774;Sachsen
Zschopau, Gornau;9405;Sachsen
Kirschkau, Pausa-Mühltroff;7919;Sachsen
Pausa-Mühltroff;7952;Sachsen
Plauen, Rößnitz;8527;Sachsen
Groitzsch;4539;Sachsen
Mühlau;9241;Sachsen
Jahnsdorf;9387;Sachsen
Chemnitz;9117;Sachsen
Leisnig;4703;Sachsen
Niederwiesa;9577;Sachsen
Riesa;1587;Sachsen
Dorfchemnitz, Mulda, Sayda;9619;Sachsen
Freital;1705;Sachsen
Dresden;1465;Sachsen
Wittichenau;2997;Sachsen
Löbau, Kottmar u.a.;2708;Sachsen
Kirschkau, Pausa-Mühltroff;7919;Sachsen
Leipzig;4275;Sachsen
Lichtentanne;8115;Sachsen
Leipzig;4347;Sachsen
Leipzig;4299;Sachsen
Crinitzberg;8147;Sachsen
Lauter-Bernsbach;8315;Sachsen
Chemnitz;9224;Sachsen
Oberwiesenthal;9484;Sachsen
Pockau-Lengefeld (Lengefeld);9514;Sachsen
Brand-Erbisdorf, Großhartmannsdorf;9618;Sachsen
Weißenborn, Oberschöna;9600;Sachsen
Stolpen, Dürrröhrsdorf-Dittersbach;1833;Sachsen
Burkau;1906;Sachsen
Weißenberg, Hochkirch u.a.;2627;Sachsen
Ebersbach-Neugersdorf;2727;Sachsen
Moritzburg;1468;Sachsen
Markneukirchen;8258;Sachsen
Schönheide;8304;Sachsen
Taucha;4425;Sachsen
Chemnitz;9114;Sachsen
Waldheim;4736;Sachsen
Grünhainichen;9579;Sachsen
Königsbrück u.a.;1936;Sachsen
Dresden;1465;Sachsen
Zittau;2788;Sachsen
Rothenburg/O.L.;2929;Sachsen
Rosenbach;8539;Sachsen
Adorf;8626;Sachsen
Bergen;8239;Sachsen
Hirschfeld;8144;Sachsen
Geithain;4643;Sachsen
Limbach-Oberfrohna;9212;Sachsen
Neukirchen/Erzgeb.;9221;Sachsen
Geringswalde;9326;Sachsen
Wermsdorf;4779;Sachsen
Gelenau/Erzgeb.;9423;Sachsen
Chemnitz;9126;Sachsen
Leubsdorf, Gornau, Augustusburg;9573;Sachsen
Börnichen, Gornau;9437;Sachsen
Marienberg;9496;Sachsen
Strehla;1616;Sachsen
Großenhain, Ebersbach u.a.;1561;Sachsen
Meißen;1662;Sachsen
Bernsdorf;2994;Sachsen
Hohnstein;1848;Sachsen
Spreetal, Elsterheide;2979;Sachsen
Neukirch/Lausitz;1904;Sachsen
Sebnitz;1855;Sachsen
Wilthen;2681;Sachsen
Dippoldiswalde;1744;Sachsen
Dresden;1069;Sachsen
Coswig;1640;Sachsen
Rabenau;1734;Sachsen
Arnsdorf b. Dresden;1477;Sachsen
Kamenz;1917;Sachsen
Markersdorf, Neißeaue u.a.;2829;Sachsen
Görlitz;2826;Sachsen
Markranstädt;4420;Sachsen
Leipzig;4109;Sachsen
Glauchau;8371;Sachsen
Kitzscher;4567;Sachsen
Bad Lausick;4651;Sachsen
Bennewitz, Machern;4828;Sachsen
Trebsen/Mulde;4687;Sachsen
Oschatz;4758;Sachsen
Zwenkau;4442;Sachsen
Zwickau;8066;Sachsen
Colditz;4680;Sachsen
Oberlungwitz;9353;Sachsen
Breitenbrunn/Erzgeb.;8359;Sachsen
Burkhardtsdorf;9235;Sachsen
Weinböhla;1689;Sachsen
Dresden;1187;Sachsen
Dresden;1189;Sachsen
Liebstadt;1825;Sachsen
Bahretal;1819;Sachsen
Bautzen;2625;Sachsen
Oderwitz;2791;Sachsen
Weischlitz u.a.;8538;Sachsen
Plauen;8529;Sachsen
Bad Elster;8645;Sachsen
Langenbernsdorf;8428;Sachsen
Neumark;8496;Sachsen
Langenweißbach, Wildenfels;8134;Sachsen
St. Egidien;9356;Sachsen
Belgern-Schildau;4889;Sachsen
Hartha;4746;Sachsen
Wiesa;9488;Sachsen
Ostrau;4749;Sachsen
Weißenborn, Oberschöna;9600;Sachsen
Reinsberg;9634;Sachsen
Käbschütztal, Klipphausen, Diera-Zehren;1665;Sachsen
Dresden;1217;Sachsen
Ottendorf-Okrilla;1458;Sachsen
Weißwasser, Boxberg;2943;Sachsen
Neusalza-Spremberg;2742;Sachsen
Bernstadt a. d. Eigen;2748;Sachsen
Leipzig;4107;Sachsen
Ellefeld;8236;Sachsen
Rötha;4571;Sachsen
Zwickau;8058;Sachsen
Meerane;8393;Sachsen
Bad Düben;4849;Sachsen
Remse;8373;Sachsen
Lichtenstein;9350;Sachsen
Taura b. Burgstädt;9249;Sachsen
Geyer;9468;Sachsen
Auerbach;9392;Sachsen
Bad Brambach;8648;Sachsen
Leipzig;4159;Sachsen
Auerbach/Vogtl.;8209;Sachsen
Leipzig;4349;Sachsen
Schlema;8301;Sachsen
Hartmannsdorf;9232;Sachsen
Amtsberg;9439;Sachsen
Flöha;9557;Sachsen
Riesa;1591;Sachsen
Wilsdruff;1723;Sachsen
Tharandt u.a.;1737;Sachsen
Dorfhain;1738;Sachsen
Göda;2633;Sachsen
Crimmitschau;8451;Sachsen
Leipzig;4157;Sachsen
Zwickau;8056;Sachsen
Penig;9322;Sachsen
Schwarzenberg/Erzgeb.;8340;Sachsen
Chemnitz;9117;Sachsen
Thum;9419;Sachsen
Torgau;4861;Sachsen
Freiberg;9599;Sachsen
Dresden;1156;Sachsen
Radebeul;1445;Sachsen
Heidenau;1809;Sachsen
Dresden;1237;Sachsen
Schleife;2959;Sachsen
Weißwasser, Boxberg;2943;Sachsen
Hähnichen, Horka, Kodersdorf;2923;Sachsen
Plauen;8525;Sachsen
Mylau;8499;Sachsen
Falkenstein/Vogtl.;8223;Sachsen
Aue;8280;Sachsen
Chemnitz;9119;Sachsen
Jöhstadt;9477;Sachsen
Nossen;1683;Sachsen
Reinsberg;9629;Sachsen
Neuhausen/Erzgeb.;9544;Sachsen
Radeburg;1471;Sachsen
Dresden;1109;Sachsen
Dresden;1239;Sachsen
Dresden;1309;Sachsen
Dresden;1257;Sachsen
Bad Gottleuba-Berggießhübel;1816;Sachsen
Königstein/Sächs.Schw.;1824;Sachsen
Königswartha;2699;Sachsen
Herrnhut;2747;Sachsen
Plauen;8523;Sachsen
Schkeuditz;4435;Sachsen
Lengenfeld;8485;Sachsen
Rackwitz;4519;Sachsen
Leipzig;4177;Sachsen
Klingenthal/Sa.;8248;Sachsen
Leipzig;4288;Sachsen
Frohburg;4654;Sachsen
Chemnitz;9122;Sachsen
Großschirma;9603;Sachsen
Lichtenberg/Erzgeb.;9638;Sachsen
Nünchritz, Glaubitz;1612;Sachsen
Dresden;1257;Sachsen
Radeberg, Wachau;1454;Sachsen
Pirna, Struppen, Dohma;1796;Sachsen
Wehlen;1829;Sachsen
Krauschwitz, Weißkeißel;2957;Sachsen
Markkleeberg;4416;Sachsen
Brandis;4821;Sachsen
Lugau/Erzgeb.;9385;Sachsen
Sehma;9465;Sachsen
Börnichen, Gornau;9437;Sachsen
Oederan;9569;Sachsen
Dresden;1139;Sachsen
Elstra, Oßling u.a.;1920;Sachsen
Großröhrsdorf, Bretnig-Hauswalde;1900;Sachsen
Lohsa;2999;Sachsen
Großschönau;2779;Sachsen
Reichenbach, Vierkirchen;2894;Sachsen
Oelsnitz;8606;Sachsen
Elsterberg;7985;Sachsen
Lunzenau;9328;Sachsen
Lichtenau;9244;Sachsen
Chemnitz;9113;Sachsen
Zeithain;1619;Sachsen
Sebnitz;1855;Sachsen
Leipzig;4178;Sachsen
Fraureuth;8427;Sachsen
Leipzig;4229;Sachsen
Leipzig;4155;Sachsen
Leipzig;4103;Sachsen
Gersdorf;9355;Sachsen
Raschau;8352;Sachsen
Thalheim/Erzgebirge;9380;Sachsen
Gornsdorf;9390;Sachsen
Riesa, Stauchitz, Hirschstein;1594;Sachsen
Seiffen/Erzgeb.;9548;Sachsen
Pulsnitz;1896;Sachsen
Großdubrau, Malschwitz;2694;Sachsen
Bad Muskau, Groß Düben, Gablenz;2953;Sachsen
Niesky, Hohendubrau u.a.;2906;Sachsen
Zwickau;8060;Sachsen
Leipzig;4328;Sachsen
Borna;4552;Sachsen
Mülsen;8132;Sachsen
Reinsdorf;8141;Sachsen
Chemnitz;9123;Sachsen
Bärenstein;9471;Sachsen
Großolbersdorf;9432;Sachsen
Olbernhau, Pfaffroda, Heidersdorf;9526;Sachsen
Großenhain;1558;Sachsen
Hartmannsdorf-Reichenau;1762;Sachsen
Doberschau-Gaußig, Großpostwitz, Obergurig;2692;Sachsen
Seifhennersdorf;2782;Sachsen
Kottmar;2739;Sachsen
Plauen;8523;Sachsen
Werdau;8412;Sachsen
Steinberg;8237;Sachsen
Leipzig;4319;Sachsen
Borsdorf;4451;Sachsen
Brandis;4824;Sachsen
Oelsnitz/Erzgebirge;9376;Sachsen
Rochlitz;9306;Sachsen
Arzberg, Beilrode;4886;Sachsen
Chemnitz;9127;Sachsen
Dresden;1187;Sachsen
Dresden;1067;Sachsen
Dresden;1129;Sachsen
Dresden;1108;Sachsen
Lohmen;1847;Sachsen
Bischofswerda u.a.;1877;Sachsen
Neustadt i. Sa.;1844;Sachsen
Leutersdorf, Spitzkunnersdorf;2794;Sachsen
Olbersdorf;2785;Sachsen
Jößnitz;8547;Sachsen
Delitzsch, Krostitz u.a.;4509;Sachsen
Klingenthal;8267;Sachsen
Zwickau;8064;Sachsen
Wilkau-Haßlau;8112;Sachsen
Grimma;4668;Sachsen
Hartenstein;8118;Sachsen
Scheibenberg;9481;Sachsen
Chemnitz;9112;Sachsen
Chemnitz;9111;Sachsen
Chemnitz;9128;Sachsen
Hainichen, Rossau, Striegistal;9661;Sachsen
Wolkenstein;9429;Sachsen
Dresden;1099;Sachsen
Dresden;1279;Sachsen
Ebersbach-Neugersdorf;2730;Sachsen
Magdeburg;39114;Sachsen-Anhalt
Hettstedt, Endorf;6333;Sachsen-Anhalt
Hötensleben, Völpke, Ottleben u.a.;39393;Sachsen-Anhalt
Dessau-Roßlau;6862;Sachsen-Anhalt
Sandersdorf-Brehna;6794;Sachsen-Anhalt
Wittenberg;6889;Sachsen-Anhalt
Halle/ Saale;6128;Sachsen-Anhalt
Zeitz, Gutenborn u.a.;6712;Sachsen-Anhalt
Sandersdorf-Brehna;6792;Sachsen-Anhalt
Gräfenhainichen;6772;Sachsen-Anhalt
Querfurt, Obhausen, Mücheln u.a.;6268;Sachsen-Anhalt
Eisleben;6295;Sachsen-Anhalt
Staßfurt;39446;Sachsen-Anhalt
Magdeburg;39108;Sachsen-Anhalt
Teutschenthal;6179;Sachsen-Anhalt
Südharz, Berga;6536;Sachsen-Anhalt
Erxleben, Nordgermersleben u.a.;39343;Sachsen-Anhalt
Hedersleben;6458;Sachsen-Anhalt
Seeland;6464;Sachsen-Anhalt
Langenstein, Derenburg;38895;Sachsen-Anhalt
Sangerhausen;6526;Sachsen-Anhalt
Gardelegen;39638;Sachsen-Anhalt
Börde-Hakel;39448;Sachsen-Anhalt
Magdeburg;39122;Sachsen-Anhalt
Burg;39288;Sachsen-Anhalt
Halle/ Saale;6124;Sachsen-Anhalt
Coswig (Anhalt);6868;Sachsen-Anhalt
Kemberg;6901;Sachsen-Anhalt
Wernigerode;38879;Sachsen-Anhalt
Wernigerode, Nordharz;38855;Sachsen-Anhalt
Oebisfelde;39646;Sachsen-Anhalt
Braunsbedra;6242;Sachsen-Anhalt
Güterglück, Lindau, Deetz u.a.;39264;Sachsen-Anhalt
Halle/ Saale;6112;Sachsen-Anhalt
Sandau;39524;Sachsen-Anhalt
Oberharz am Brocken;38899;Sachsen-Anhalt
Schraplau, Farnstädt;6279;Sachsen-Anhalt
Möckern, Schermen, Nedlitz u.a.;39291;Sachsen-Anhalt
Dessau-Roßlau;6842;Sachsen-Anhalt
Bitterfeld-Wolfen;6803;Sachsen-Anhalt
Bitterfeld-Wolfen;6808;Sachsen-Anhalt
Oschersleben (Bode);39387;Sachsen-Anhalt
Haldensleben, Flechtingen, Bülstringen u.a.;39345;Sachsen-Anhalt
Arnstein;6456;Sachsen-Anhalt
Allstedt;6542;Sachsen-Anhalt
Kabelsketal;6184;Sachsen-Anhalt
Raguhn-Jeßnitz;6800;Sachsen-Anhalt
Bad Bibra, Finne u.a.;6647;Sachsen-Anhalt
Erxleben, Nordgermersleben u.a.;39343;Sachsen-Anhalt
Staßfurt;39443;Sachsen-Anhalt
Stendal;39576;Sachsen-Anhalt
Schwanebeck, Gröningen, Kroppenstedt;39397;Sachsen-Anhalt
Badersleben u.a.;38836;Sachsen-Anhalt
Oberharz am Brocken;38877;Sachsen-Anhalt
Kelbra (Kyffhäuser);6537;Sachsen-Anhalt
Schwanebeck, Gröningen, Kroppenstedt;39397;Sachsen-Anhalt
Quedlinburg, Ballenstedt;6485;Sachsen-Anhalt
Harsleben;38829;Sachsen-Anhalt
Börde-Hakel;39448;Sachsen-Anhalt
Magdeburg;39104;Sachsen-Anhalt
Magdeburg;39126;Sachsen-Anhalt
Barby;39249;Sachsen-Anhalt
Hettstedt, Endorf;6333;Sachsen-Anhalt
Nienburg (Saale);6429;Sachsen-Anhalt
Schönebeck;39218;Sachsen-Anhalt
Calbe, Rosenburg u.a.;39240;Sachsen-Anhalt
Halle/ Saale;6126;Sachsen-Anhalt
Arendsee;39619;Sachsen-Anhalt
Halberstadt;38820;Sachsen-Anhalt
Bad Dürrenberg;6231;Sachsen-Anhalt
Raguhn-Jeßnitz;6779;Sachsen-Anhalt
Bad Schmiedeberg;6905;Sachsen-Anhalt
Wittenberg;6888;Sachsen-Anhalt
Seeland;6466;Sachsen-Anhalt
Köthen;6366;Sachsen-Anhalt
Droyßig, Wetterzeube;6722;Sachsen-Anhalt
Halle/ Saale;6114;Sachsen-Anhalt
Klostermansfeld, Benndorf;6308;Sachsen-Anhalt
Magdeburg;39110;Sachsen-Anhalt
Barleben;39179;Sachsen-Anhalt
Querfurt, Obhausen, Mücheln u.a.;6268;Sachsen-Anhalt
Hettstedt, Endorf;6333;Sachsen-Anhalt
Alsleben/Saale, Plötzkau;6425;Sachsen-Anhalt
Bad Lauchstädt;6246;Sachsen-Anhalt
Biederitz, Gerwisch, Menz u.a.;39175;Sachsen-Anhalt
Güterglück, Lindau, Deetz u.a.;39264;Sachsen-Anhalt
Wanzleben-Börde;39164;Sachsen-Anhalt
Seeland;6469;Sachsen-Anhalt
Dähre, Diesdorf, Wallstawe;29413;Sachsen-Anhalt
Salzwedel;29410;Sachsen-Anhalt
Ilberstedt;6408;Sachsen-Anhalt
Gardelegen;39649;Sachsen-Anhalt
Hecklingen;39444;Sachsen-Anhalt
Ilsenburg, Nordharz;38871;Sachsen-Anhalt
Harbke, Sommersdorf, Wefensleben, Ummendorf, Eilsleben;39365;Sachsen-Anhalt
Halle/ Saale;6116;Sachsen-Anhalt
Wittenberg;6888;Sachsen-Anhalt
Ballenstedt, Harzgerode;6493;Sachsen-Anhalt
Magdeburg;39112;Sachsen-Anhalt
Karsdorf;6638;Sachsen-Anhalt
Salzatal;6198;Sachsen-Anhalt
Tangermünde;39590;Sachsen-Anhalt
Schkopau;6258;Sachsen-Anhalt
Milower Land, Schollene, Nennhausen u.a.;14715;Sachsen-Anhalt
Dessau-Roßlau;6842;Sachsen-Anhalt
Gräfenhainichen;6772;Sachsen-Anhalt
Hettstedt, Endorf;6333;Sachsen-Anhalt
Mansfeld;6343;Sachsen-Anhalt
Halle/ Saale;6110;Sachsen-Anhalt
Aken (Elbe);6385;Sachsen-Anhalt
Hohenmölsen;6679;Sachsen-Anhalt
Oranienbaum-Wörlitz;6785;Sachsen-Anhalt
Coswig (Anhalt);6869;Sachsen-Anhalt
Gräfenhainichen;6773;Sachsen-Anhalt
Bismark;39629;Sachsen-Anhalt
Tangerhütte u.a.;39517;Sachsen-Anhalt
Freyburg, Balgstädt;6632;Sachsen-Anhalt
Magdeburg;39114;Sachsen-Anhalt
Beetzendorf, Rohrberg, Jübar;38489;Sachsen-Anhalt
Huy;38838;Sachsen-Anhalt
Loburg, Leitzkau;39279;Sachsen-Anhalt
Genthin, Hohenseeden, Zabakuck u.a.;39307;Sachsen-Anhalt
Sandersdorf-Brehna;6796;Sachsen-Anhalt
Zahna-Elster;6895;Sachsen-Anhalt
Bismark;39628;Sachsen-Anhalt
Güsten;39439;Sachsen-Anhalt
Magdeburg;39128;Sachsen-Anhalt
Wallhausen, Blankenheim;6528;Sachsen-Anhalt
Südharz, Berga;6536;Sachsen-Anhalt
Querfurt, Obhausen, Mücheln u.a.;6268;Sachsen-Anhalt
Sülzetal;39171;Sachsen-Anhalt
Seegebiet Mansfelder Land;6317;Sachsen-Anhalt
Naumburg;6618;Sachsen-Anhalt
Magdeburg;39114;Sachsen-Anhalt
Merseburg;6217;Sachsen-Anhalt
Halle/ Saale;6108;Sachsen-Anhalt
Havelberg;39539;Sachsen-Anhalt
Annaburg;6925;Sachsen-Anhalt
Oberharz am Brocken;38875;Sachsen-Anhalt
Weißenfels, Stößen;6667;Sachsen-Anhalt
Lützen;6686;Sachsen-Anhalt
Bitterfeld-Wolfen;6766;Sachsen-Anhalt
Muldestausee;6774;Sachsen-Anhalt
Welsleben, Biere, Eickendorf u.a.;39221;Sachsen-Anhalt
Magdeburg;39114;Sachsen-Anhalt
Klötze, Apenburg-Winterfeld;38486;Sachsen-Anhalt
Bad Bibra, Finne u.a.;6647;Sachsen-Anhalt
Wallhausen, Blankenheim;6528;Sachsen-Anhalt
Laucha an der Unstrut;6636;Sachsen-Anhalt
Petersberg;6193;Sachsen-Anhalt
Mücheln;6255;Sachsen-Anhalt
Rätzlingen, Wegenstedt, Calvörde, Böddensell u.a.;39359;Sachsen-Anhalt
Wegeleben;38828;Sachsen-Anhalt
Osterwieck;38835;Sachsen-Anhalt
Weferlingen, Behnsdorf, Belsdorf u.a.;39356;Sachsen-Anhalt
Ballenstedt, Harzgerode;6493;Sachsen-Anhalt
Gardelegen;39638;Sachsen-Anhalt
Elbe-Parey;39317;Sachsen-Anhalt
Zeitz;6711;Sachsen-Anhalt
Kuhfelde;29416;Sachsen-Anhalt
Nebra, Kaiserpfalz;6642;Sachsen-Anhalt
Helbra;6311;Sachsen-Anhalt
Osterburg, Altmärkische Höhe;39606;Sachsen-Anhalt
Seehausen, Werben, Leppin u.a.;39615;Sachsen-Anhalt
Weißenfels, Stößen;6667;Sachsen-Anhalt
Frankleben;6259;Sachsen-Anhalt
Leuna;6237;Sachsen-Anhalt
Dessau-Roßlau;6844;Sachsen-Anhalt
Quedlinburg;6484;Sachsen-Anhalt
Kalbe;39624;Sachsen-Anhalt
Jerichow;39319;Sachsen-Anhalt
Elsteraue;6729;Sachsen-Anhalt
Südliches Anhalt, Köthen;6388;Sachsen-Anhalt
Südliches Anhalt u.a.;6369;Sachsen-Anhalt
Halle/ Saale;6120;Sachsen-Anhalt
Zerbst/Anhalt;39261;Sachsen-Anhalt
Wolmirstedt u.a.;39326;Sachsen-Anhalt
Lanitz-Hassel-Tal, Molauer Land;6628;Sachsen-Anhalt
Mücheln/ Geiseltal;6249;Sachsen-Anhalt
Goldbeck, Arneburg u.a.;39596;Sachsen-Anhalt
Falkenstein;6463;Sachsen-Anhalt
Aschersleben;6449;Sachsen-Anhalt
Falkenstein;6543;Sachsen-Anhalt
Haldensleben;39340;Sachsen-Anhalt
Eckartsberga;6648;Sachsen-Anhalt
Magdeburg;39124;Sachsen-Anhalt
Halle/ Saale;6122;Sachsen-Anhalt
Weißenfels;6688;Sachsen-Anhalt
Bitterfeld-Wolfen;6749;Sachsen-Anhalt
Wittenberg;6886;Sachsen-Anhalt
Blankenburg, Oberharz am Brocken;38889;Sachsen-Anhalt
Ballenstedt, Harzgerode;6493;Sachsen-Anhalt
Egeln, Borne, Wolmirsleben u.a.;39435;Sachsen-Anhalt
Staßfurt;39418;Sachsen-Anhalt
Bernburg (Saale);6406;Sachsen-Anhalt
Rochau;39579;Sachsen-Anhalt
Schönebeck (Elbe);39217;Sachsen-Anhalt
Seeland;6467;Sachsen-Anhalt
Teuchern;6682;Sachsen-Anhalt
